"gene_name","protein_id","swissprot_id","pdb_id","method","resol","chain","position"
"EGFR","NP_958441.1","P00533 ","2J6M","X-ray","3.1","A","696-1022"
"EGFR","NP_958441.1","P00533 ","2JIT","X-ray","3.1","A/B","696-1022"
"EGFR","NP_958441.1","P00533 ","2JIU","X-ray","3.05","A/B","695-1022"
"EGFR","NP_958441.1","P00533 ","2JIV","X-ray","3.5","A/B","695-1022"
"EGFR","NP_958441.1","P00533 ","2RF9","X-ray","3.5","A/B","696-1022"
"EGFR","NP_958441.1","P00533 ","2RFD","X-ray","3.6","A/B","702-1022"
"EGFR","NP_958441.1","P00533 ","2RFE","X-ray","2.9","A/B/C/D","702-1022"
"EGFR","NP_958441.1","P00533 ","2RGP","X-ray","2","A","702-1016"
"EGFR","NP_958441.1","P00533 ","3B2U","X-ray","2.58","A/B/E/I/M/P/S/V","335-538"
"EGFR","NP_958441.1","P00533 ","3B2V","X-ray","3.3","A","25-642"
"EGFR","NP_958441.1","P00533 ","3BEL","X-ray","2.3","A","702-1016"
"EGFR","NP_958441.1","P00533 ","3BUO","X-ray","2.6","A/C","1063-1075"
"EGFR","NP_958441.1","P00533 ","3C09","X-ray","3.2","A/D","335-538"
"EGFR","NP_958441.1","P00533 ","3G5V","X-ray","2","C","311-326"
"EGFR","NP_958441.1","P00533 ","3G5Y","X-ray","1.59","E","311-326"
"EGFR","NP_958441.1","P00533 ","3GOP","X-ray","2.8","A","669-1022"
"EGFR","NP_958441.1","P00533 ","3GT8","X-ray","2.96","A/B/C/D","696-1022"
"EGFR","NP_958441.1","P00533 ","3IKA","X-ray","2.9","A/B","694-1022"
"EMP1","NP_001414.1","P54849 ","-","-","-","-","-"
"ENDOU","NP_006016.1","P21128","-","-","-","-","-"
"ENG","NP_000109.1","P17813","-","-","-","-","-"
"ENG","NP_001108225.1","P17813","-","-","-","-","-"
"EPB41L3","NP_036439.2","Q9Y2J2 ","2HE7","X-ray","2","A","108-390"
"EPB41L3","NP_036439.2","Q9Y2J2 ","3BIN","X-ray","2.3","A","109-390"
"EPB41L4B ","NP_060894.2","Q9H329","-","-","-","-","-"
"EPB41L4B ","NP_061987.3","Q9H329","-","-","-","-","-"
"EPCAM","NP_002345.2","P16422","-","-","-","-","-"
"EPS8","NP_004438.3","Q12929","2E8M","NMR","-","A","699-784"
"ERBB2","NP_001005862.1","P04626","1MFG","X-ray","1.25","B","1247-1255"
"ERBB2","NP_001005862.1","P04626","1MFL","X-ray","1.88","B","1247-1255"
"ERBB2","NP_001005862.1","P04626","1MW4","NMR","-","B","1135-1144"
"ERBB2","NP_001005862.1","P04626","1N8Z","X-ray","2.52","C","23-629"
"ERBB2","NP_001005862.1","P04626","1OVC","model","-","A","737-1031"
"ERBB2","NP_001005862.1","P04626","1QR1","X-ray","2.4","C/F","654-662"
"ERBB2","NP_001005862.1","P04626","1S78","X-ray","3.25","A/B","23-646"
"ERBB2","NP_001005862.1","P04626","2A91","X-ray","2.5","A","22-530"
"ERBB2","NP_001005862.1","P04626","2JWA","NMR","-","A/B","641-684"
"ERBB2","NP_001005862.1","P04626","3BE1","X-ray","2.9","A","23-646"
"ERBB2","NP_001005862.1","P04626","3H3B","X-ray","2.45","A/B","22-214"
"ERBB2","NP_004439.2","P04626","1MFG","X-ray","1.25","B","1247-1255"
"ERBB2","NP_004439.2","P04626","1MFL","X-ray","1.88","B","1247-1255"
"ERBB2","NP_004439.2","P04626","1MW4","NMR","-","B","1135-1144"
"ERBB2","NP_004439.2","P04626","1N8Z","X-ray","2.52","C","23-629"
"ERBB2","NP_004439.2","P04626","1OVC","model","-","A","737-1031"
"ERBB2","NP_004439.2","P04626","1QR1","X-ray","2.4","C/F","654-662"
"ERBB2","NP_004439.2","P04626","1S78","X-ray","3.25","A/B","23-646"
"ERBB2","NP_004439.2","P04626","2A91","X-ray","2.5","A","22-530"
"ERBB2","NP_004439.2","P04626","2JWA","NMR","-","A/B","641-684"
"ERBB2","NP_004439.2","P04626","3BE1","X-ray","2.9","A","23-646"
"ERBB2","NP_004439.2","P04626","3H3B","X-ray","2.45","A/B","22-214"
"ERBB4","NP_001036064.1","Q15303 ","2AHX","X-ray","2.4","A/B","26-641"
"ERBB4","NP_001036064.1","Q15303 ","2R4B","X-ray","2.4","A/B","690-999"
"ERBB4","NP_001036064.1","Q15303 ","3BBT","X-ray","2.8","B/D","702-1029"
"ERBB4","NP_001036064.1","Q15303 ","3BBW","X-ray","4","A/B","702-1029"
"ERBB4","NP_001036064.1","Q15303 ","3BCE","X-ray","2.5","A/B/C","702-1029"
"ERBB4","NP_005226.1","Q15303 ","2AHX","X-ray","2.4","A/B","26-641"
"ERBB4","NP_005226.1","Q15303 ","2R4B","X-ray","2.4","A/B","690-999"
"ERBB4","NP_005226.1","Q15303 ","3BBT","X-ray","2.8","B/D","702-1029"
"ERBB4","NP_005226.1","Q15303 ","3BBW","X-ray","4","A/B","702-1029"
"ERBB4","NP_005226.1","Q15303 ","3BCE","X-ray","2.5","A/B/C","702-1029"
"EREG","NP_001423.1","O14944 ","1K36","NMR","-","A","63-108"
"EREG","NP_001423.1","O14944 ","1K37","NMR","-","A","63-108"
"ESR1","NP_000116.2","P03372 ","1A52","X-ray","2.8","A/B","297-554"
"ESR1","NP_000116.2","P03372 ","1AKF","model","-","A","309-547"
"ESR1","NP_000116.2","P03372 ","1ERE","X-ray","3.1","A/B/C/D/E/F","301-553"
"ESR1","NP_000116.2","P03372 ","1ERR","X-ray","2.6","A/B","301-553"
"ESR1","NP_000116.2","P03372 ","1G50","X-ray","2.9","A/B/C","304-550"
"ESR1","NP_000116.2","P03372 ","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","NP_000116.2","P03372 ","1GWR","X-ray","2.4","A/B","305-549"
"ESR1","NP_000116.2","P03372 ","1HCP","NMR","-","A","180-254"
"ESR1","NP_000116.2","P03372 ","1HCQ","X-ray","2.4","A/B/E/F","180-262"
"ESR1","NP_000116.2","P03372 ","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","NP_000116.2","P03372 ","1PCG","X-ray","2.7","A/B","304-547"
"ESR1","NP_000116.2","P03372 ","1QKT","X-ray","2.2","A","304-551"
"ESR1","NP_000116.2","P03372 ","1QKU","X-ray","3.2","A/B/C","301-550"
"ESR1","NP_000116.2","P03372 ","1R5K","X-ray","2.7","A/B/C","297-554"
"ESR1","NP_000116.2","P03372 ","1SJ0","X-ray","1.9","A","307-554"
"ESR1","NP_000116.2","P03372 ","1UOM","X-ray","2.28","A","301-553"
"ESR1","NP_000116.2","P03372 ","1X7E","X-ray","2.8","A/B","305-549"
"ESR1","NP_000116.2","P03372 ","1X7R","X-ray","2","A","305-549"
"ESR1","NP_000116.2","P03372 ","1XP1","X-ray","1.8","A","307-554"
"ESR1","NP_000116.2","P03372 ","1XP6","X-ray","1.7","A","307-554"
"ESR1","NP_000116.2","P03372 ","1XP9","X-ray","1.8","A","307-554"
"ESR1","NP_000116.2","P03372 ","1XPC","X-ray","1.6","A","307-554"
"ESR1","NP_000116.2","P03372 ","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","NP_000116.2","P03372 ","1YIM","X-ray","1.9","A","307-554"
"ESR1","NP_000116.2","P03372 ","1YIN","X-ray","2.2","A","307-554"
"ESR1","NP_000116.2","P03372 ","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2AYR","X-ray","1.9","A","304-551"
"ESR1","NP_000116.2","P03372 ","2B1V","X-ray","1.8","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2B23","X-ray","2.1","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2BJ4","X-ray","2","A/B","304-533"
"ESR1","NP_000116.2","P03372 ","2FAI","X-ray","2.1","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2G44","X-ray","2.65","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2G5O","X-ray","2.3","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2I0J","X-ray","2.9","A/B/C/D","304-547"
"ESR1","NP_000116.2","P03372 ","2IOG","X-ray","1.6","A","309-554"
"ESR1","NP_000116.2","P03372 ","2IOK","X-ray","2.4","A/B","301-554"
"ESR1","NP_000116.2","P03372 ","2JF9","X-ray","2.1","A/B/C","304-533"
"ESR1","NP_000116.2","P03372 ","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","NP_000116.2","P03372 ","2OCF","X-ray","2.95","A","298-595"
"ESR1","NP_000116.2","P03372 ","2OUZ","X-ray","2","A","301-553"
"ESR1","NP_000116.2","P03372 ","2P15","X-ray","1.94","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2POG","X-ray","1.84","A/B","304-551"
"ESR1","NP_000116.2","P03372 ","2Q6J","X-ray","2.7","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","NP_000116.2","P03372 ","2QA6","X-ray","2.6","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QE4","X-ray","2.4","A/B","304-551"
"ESR1","NP_000116.2","P03372 ","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QH6","X-ray","2.7","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QR9","X-ray","2","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QXM","X-ray","2.3","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QXS","X-ray","1.7","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","NP_000116.2","P03372 ","2R6W","X-ray","2","A/B","304-551"
"ESR1","NP_000116.2","P03372 ","2R6Y","X-ray","2","A/B","304-551"
"ESR1","NP_000116.2","P03372 ","3CBM","X-ray","1.69","B","298-307"
"ESR1","NP_000116.2","P03372 ","3CBO","X-ray","1.65","B","298-307"
"ESR1","NP_000116.2","P03372 ","3CBP","X-ray","1.42","B","298-307"
"ESR1","NP_000116.2","P03372 ","3DT3","X-ray","2.4","A/B","299-551"
"ESR1","NP_000116.2","P03372 ","3ERD","X-ray","2.03","A/B","297-554"
"ESR1","NP_000116.2","P03372 ","3ERT","X-ray","1.9","A","297-554"
"ESR1","NP_000116.2","P03372 ","3HLV","X-ray","3","A/B","298-550"
"ESR1","NP_000116.2","P03372 ","3HM1","X-ray","2.23","A/B","298-550"
"ESR1","NP_001116212.1","P03372 ","1A52","X-ray","2.8","A/B","297-554"
"ESR1","NP_001116212.1","P03372 ","1AKF","model","-","A","309-547"
"ESR1","NP_001116212.1","P03372 ","1ERE","X-ray","3.1","A/B/C/D/E/F","301-553"
"ESR1","NP_001116212.1","P03372 ","1ERR","X-ray","2.6","A/B","301-553"
"ESR1","NP_001116212.1","P03372 ","1G50","X-ray","2.9","A/B/C","304-550"
"ESR1","NP_001116212.1","P03372 ","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","NP_001116212.1","P03372 ","1GWR","X-ray","2.4","A/B","305-549"
"ESR1","NP_001116212.1","P03372 ","1HCP","NMR","-","A","180-254"
"ESR1","NP_001116212.1","P03372 ","1HCQ","X-ray","2.4","A/B/E/F","180-262"
"ESR1","NP_001116212.1","P03372 ","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","NP_001116212.1","P03372 ","1PCG","X-ray","2.7","A/B","304-547"
"ESR1","NP_001116212.1","P03372 ","1QKT","X-ray","2.2","A","304-551"
"ESR1","NP_001116212.1","P03372 ","1QKU","X-ray","3.2","A/B/C","301-550"
"ESR1","NP_001116212.1","P03372 ","1R5K","X-ray","2.7","A/B/C","297-554"
"ESR1","NP_001116212.1","P03372 ","1SJ0","X-ray","1.9","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1UOM","X-ray","2.28","A","301-553"
"ESR1","NP_001116212.1","P03372 ","1X7E","X-ray","2.8","A/B","305-549"
"ESR1","NP_001116212.1","P03372 ","1X7R","X-ray","2","A","305-549"
"ESR1","NP_001116212.1","P03372 ","1XP1","X-ray","1.8","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1XP6","X-ray","1.7","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1XP9","X-ray","1.8","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1XPC","X-ray","1.6","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","NP_001116212.1","P03372 ","1YIM","X-ray","1.9","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1YIN","X-ray","2.2","A","307-554"
"ESR1","NP_001116212.1","P03372 ","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2AYR","X-ray","1.9","A","304-551"
"ESR1","NP_001116212.1","P03372 ","2B1V","X-ray","1.8","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2B23","X-ray","2.1","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2BJ4","X-ray","2","A/B","304-533"
"ESR1","NP_001116212.1","P03372 ","2FAI","X-ray","2.1","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2G44","X-ray","2.65","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2G5O","X-ray","2.3","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2I0J","X-ray","2.9","A/B/C/D","304-547"
"ESR1","NP_001116212.1","P03372 ","2IOG","X-ray","1.6","A","309-554"
"ESR1","NP_001116212.1","P03372 ","2IOK","X-ray","2.4","A/B","301-554"
"ESR1","NP_001116212.1","P03372 ","2JF9","X-ray","2.1","A/B/C","304-533"
"ESR1","NP_001116212.1","P03372 ","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","NP_001116212.1","P03372 ","2OCF","X-ray","2.95","A","298-595"
"ESR1","NP_001116212.1","P03372 ","2OUZ","X-ray","2","A","301-553"
"ESR1","NP_001116212.1","P03372 ","2P15","X-ray","1.94","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2POG","X-ray","1.84","A/B","304-551"
"ESR1","NP_001116212.1","P03372 ","2Q6J","X-ray","2.7","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","NP_001116212.1","P03372 ","2QA6","X-ray","2.6","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QE4","X-ray","2.4","A/B","304-551"
"ESR1","NP_001116212.1","P03372 ","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QH6","X-ray","2.7","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QR9","X-ray","2","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QXM","X-ray","2.3","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QXS","X-ray","1.7","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","NP_001116212.1","P03372 ","2R6W","X-ray","2","A/B","304-551"
"ESR1","NP_001116212.1","P03372 ","2R6Y","X-ray","2","A/B","304-551"
"ESR1","NP_001116212.1","P03372 ","3CBM","X-ray","1.69","B","298-307"
"ESR1","NP_001116212.1","P03372 ","3CBO","X-ray","1.65","B","298-307"
"ESR1","NP_001116212.1","P03372 ","3CBP","X-ray","1.42","B","298-307"
"ESR1","NP_001116212.1","P03372 ","3DT3","X-ray","2.4","A/B","299-551"
"ESR1","NP_001116212.1","P03372 ","3ERD","X-ray","2.03","A/B","297-554"
"ESR1","NP_001116212.1","P03372 ","3ERT","X-ray","1.9","A","297-554"
"ESR1","NP_001116212.1","P03372 ","3HLV","X-ray","3","A/B","298-550"
"ESR1","NP_001116212.1","P03372 ","3HM1","X-ray","2.23","A/B","298-550"
"ESR1","NP_001116213.1","P03372 ","1A52","X-ray","2.8","A/B","297-554"
"ESR1","NP_001116213.1","P03372 ","1AKF","model","-","A","309-547"
"ESR1","NP_001116213.1","P03372 ","1ERE","X-ray","3.1","A/B/C/D/E/F","301-553"
"ESR1","NP_001116213.1","P03372 ","1ERR","X-ray","2.6","A/B","301-553"
"ESR1","NP_001116213.1","P03372 ","1G50","X-ray","2.9","A/B/C","304-550"
"ESR1","NP_001116213.1","P03372 ","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","NP_001116213.1","P03372 ","1GWR","X-ray","2.4","A/B","305-549"
"ESR1","NP_001116213.1","P03372 ","1HCP","NMR","-","A","180-254"
"ESR1","NP_001116213.1","P03372 ","1HCQ","X-ray","2.4","A/B/E/F","180-262"
"ESR1","NP_001116213.1","P03372 ","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","NP_001116213.1","P03372 ","1PCG","X-ray","2.7","A/B","304-547"
"ESR1","NP_001116213.1","P03372 ","1QKT","X-ray","2.2","A","304-551"
"ESR1","NP_001116213.1","P03372 ","1QKU","X-ray","3.2","A/B/C","301-550"
"ESR1","NP_001116213.1","P03372 ","1R5K","X-ray","2.7","A/B/C","297-554"
"ESR1","NP_001116213.1","P03372 ","1SJ0","X-ray","1.9","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1UOM","X-ray","2.28","A","301-553"
"ESR1","NP_001116213.1","P03372 ","1X7E","X-ray","2.8","A/B","305-549"
"ESR1","NP_001116213.1","P03372 ","1X7R","X-ray","2","A","305-549"
"ESR1","NP_001116213.1","P03372 ","1XP1","X-ray","1.8","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1XP6","X-ray","1.7","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1XP9","X-ray","1.8","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1XPC","X-ray","1.6","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","NP_001116213.1","P03372 ","1YIM","X-ray","1.9","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1YIN","X-ray","2.2","A","307-554"
"ESR1","NP_001116213.1","P03372 ","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2AYR","X-ray","1.9","A","304-551"
"ESR1","NP_001116213.1","P03372 ","2B1V","X-ray","1.8","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2B23","X-ray","2.1","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2BJ4","X-ray","2","A/B","304-533"
"ESR1","NP_001116213.1","P03372 ","2FAI","X-ray","2.1","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2G44","X-ray","2.65","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2G5O","X-ray","2.3","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2I0J","X-ray","2.9","A/B/C/D","304-547"
"ESR1","NP_001116213.1","P03372 ","2IOG","X-ray","1.6","A","309-554"
"ESR1","NP_001116213.1","P03372 ","2IOK","X-ray","2.4","A/B","301-554"
"ESR1","NP_001116213.1","P03372 ","2JF9","X-ray","2.1","A/B/C","304-533"
"ESR1","NP_001116213.1","P03372 ","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","NP_001116213.1","P03372 ","2OCF","X-ray","2.95","A","298-595"
"ESR1","NP_001116213.1","P03372 ","2OUZ","X-ray","2","A","301-553"
"ESR1","NP_001116213.1","P03372 ","2P15","X-ray","1.94","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2POG","X-ray","1.84","A/B","304-551"
"ESR1","NP_001116213.1","P03372 ","2Q6J","X-ray","2.7","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","NP_001116213.1","P03372 ","2QA6","X-ray","2.6","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QE4","X-ray","2.4","A/B","304-551"
"ESR1","NP_001116213.1","P03372 ","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QH6","X-ray","2.7","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QR9","X-ray","2","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QXM","X-ray","2.3","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QXS","X-ray","1.7","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","NP_001116213.1","P03372 ","2R6W","X-ray","2","A/B","304-551"
"ESR1","NP_001116213.1","P03372 ","2R6Y","X-ray","2","A/B","304-551"
"ESR1","NP_001116213.1","P03372 ","3CBM","X-ray","1.69","B","298-307"
"ESR1","NP_001116213.1","P03372 ","3CBO","X-ray","1.65","B","298-307"
"ESR1","NP_001116213.1","P03372 ","3CBP","X-ray","1.42","B","298-307"
"ESR1","NP_001116213.1","P03372 ","3DT3","X-ray","2.4","A/B","299-551"
"ESR1","NP_001116213.1","P03372 ","3ERD","X-ray","2.03","A/B","297-554"
"ESR1","NP_001116213.1","P03372 ","3ERT","X-ray","1.9","A","297-554"
"ESR1","NP_001116213.1","P03372 ","3HLV","X-ray","3","A/B","298-550"
"ESR1","NP_001116213.1","P03372 ","3HM1","X-ray","2.23","A/B","298-550"
"ESR1","NP_001116214.1","P03372 ","1A52","X-ray","2.8","A/B","297-554"
"ESR1","NP_001116214.1","P03372 ","1AKF","model","-","A","309-547"
"ESR1","NP_001116214.1","P03372 ","1ERE","X-ray","3.1","A/B/C/D/E/F","301-553"
"ESR1","NP_001116214.1","P03372 ","1ERR","X-ray","2.6","A/B","301-553"
"ESR1","NP_001116214.1","P03372 ","1G50","X-ray","2.9","A/B/C","304-550"
"ESR1","NP_001116214.1","P03372 ","1GWQ","X-ray","2.45","A/B","301-548"
"ESR1","NP_001116214.1","P03372 ","1GWR","X-ray","2.4","A/B","305-549"
"ESR1","NP_001116214.1","P03372 ","1HCP","NMR","-","A","180-254"
"ESR1","NP_001116214.1","P03372 ","1HCQ","X-ray","2.4","A/B/E/F","180-262"
"ESR1","NP_001116214.1","P03372 ","1L2I","X-ray","1.95","A/B","297-554"
"ESR1","NP_001116214.1","P03372 ","1PCG","X-ray","2.7","A/B","304-547"
"ESR1","NP_001116214.1","P03372 ","1QKT","X-ray","2.2","A","304-551"
"ESR1","NP_001116214.1","P03372 ","1QKU","X-ray","3.2","A/B/C","301-550"
"ESR1","NP_001116214.1","P03372 ","1R5K","X-ray","2.7","A/B/C","297-554"
"ESR1","NP_001116214.1","P03372 ","1SJ0","X-ray","1.9","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1UOM","X-ray","2.28","A","301-553"
"ESR1","NP_001116214.1","P03372 ","1X7E","X-ray","2.8","A/B","305-549"
"ESR1","NP_001116214.1","P03372 ","1X7R","X-ray","2","A","305-549"
"ESR1","NP_001116214.1","P03372 ","1XP1","X-ray","1.8","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1XP6","X-ray","1.7","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1XP9","X-ray","1.8","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1XPC","X-ray","1.6","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1XQC","X-ray","2.05","A/B/C/D","301-553"
"ESR1","NP_001116214.1","P03372 ","1YIM","X-ray","1.9","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1YIN","X-ray","2.2","A","307-554"
"ESR1","NP_001116214.1","P03372 ","1ZKY","X-ray","2.25","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2AYR","X-ray","1.9","A","304-551"
"ESR1","NP_001116214.1","P03372 ","2B1V","X-ray","1.8","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2B1Z","X-ray","1.78","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2B23","X-ray","2.1","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2BJ4","X-ray","2","A/B","304-533"
"ESR1","NP_001116214.1","P03372 ","2FAI","X-ray","2.1","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2G44","X-ray","2.65","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2G5O","X-ray","2.3","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2I0J","X-ray","2.9","A/B/C/D","304-547"
"ESR1","NP_001116214.1","P03372 ","2IOG","X-ray","1.6","A","309-554"
"ESR1","NP_001116214.1","P03372 ","2IOK","X-ray","2.4","A/B","301-554"
"ESR1","NP_001116214.1","P03372 ","2JF9","X-ray","2.1","A/B/C","304-533"
"ESR1","NP_001116214.1","P03372 ","2JFA","X-ray","2.55","A/B","304-533"
"ESR1","NP_001116214.1","P03372 ","2OCF","X-ray","2.95","A","298-595"
"ESR1","NP_001116214.1","P03372 ","2OUZ","X-ray","2","A","301-553"
"ESR1","NP_001116214.1","P03372 ","2P15","X-ray","1.94","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2POG","X-ray","1.84","A/B","304-551"
"ESR1","NP_001116214.1","P03372 ","2Q6J","X-ray","2.7","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2Q70","X-ray","1.95","A/B","304-551"
"ESR1","NP_001116214.1","P03372 ","2QA6","X-ray","2.6","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QA8","X-ray","1.85","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QAB","X-ray","1.89","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QE4","X-ray","2.4","A/B","304-551"
"ESR1","NP_001116214.1","P03372 ","2QGT","X-ray","2.15","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QGW","X-ray","2.39","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QH6","X-ray","2.7","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QR9","X-ray","2","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QSE","X-ray","1.85","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QXM","X-ray","2.3","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QXS","X-ray","1.7","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2QZO","X-ray","1.72","A/B","298-554"
"ESR1","NP_001116214.1","P03372 ","2R6W","X-ray","2","A/B","304-551"
"ESR1","NP_001116214.1","P03372 ","2R6Y","X-ray","2","A/B","304-551"
"ESR1","NP_001116214.1","P03372 ","3CBM","X-ray","1.69","B","298-307"
"ESR1","NP_001116214.1","P03372 ","3CBO","X-ray","1.65","B","298-307"
"ESR1","NP_001116214.1","P03372 ","3CBP","X-ray","1.42","B","298-307"
