"gene_name","homologene_id","species","gene","mrna","protein"
"CTSL1","112271","O.sativa","Os11g02553","NM_001074162.1","NP_001067630.1"
"CTSS","20867","H.sapiens","CTSS","NM_004079.3","NP_004070.3"
"CTSS","20867","P.troglodytes","CTSS","XM_001171268.1","XP_001171268.1"
"CTSS","20867","C.lupus","CTSS","NM_001002938.1","NP_001002938.1"
"CTSS","20867","B.taurus","CTSS","NM_001033615.1","NP_001028787.1"
"CTSS","20867","M.musculus","Ctss","NM_021281.1","NP_067256.1"
"CTSS","20867","R.norvegicus","Ctss","NM_017320.1","NP_059016.1"
"CTSS","20867","G.gallus","CTSS","NM_001031345.1","NP_001026516.1"
"CTSS","20867","D.rerio","ctssb.2","NM_001017661.1","NP_001017661.1"
"CTSS","20867","D.rerio","ctssb.1","NM_001024409.1","NP_001019580.1"
"CTSS","20867","A.thaliana","AT4G23520","NM_118483.2","NP_567686.2"
"CTSS","20867","A.thaliana","AT4G11310","NM_117202.2","NP_567376.1"
"CTSS","20867","A.thaliana","AT4G11320","NM_117203.3","NP_567377.1"
"CUEDC1","9933","H.sapiens ","CUEDC1 ","NM_017949.1 ","NP_060419.1"
"CUEDC1","9933","P.troglodytes ","CUEDC1 ","XM_511904.2 ","XP_511904.2"
"CUEDC1","9933","B.taurus ","CUEDC1 ","NM_001099064.1 ","NP_001092534.1"
"CUEDC1","9933","M.musculus ","Cuedc1 ","NM_198013.1 ","NP_932130.1"
"CUEDC1","9933","R.norvegicus ","Cuedc1 ","NM_001013971.1 ","NP_001013993.1"
"CUEDC1","9933","D.rerio ","zgc:162271","NM_001089373.1 ","NP_001082842.1"
"CWH43","5474","H.sapiens","FLJ21511","NM_025087.2","NP_079363.2"
"CWH43","5474","P.troglodytes","LOC461336","XM_517303.2","XP_517303.2"
"CWH43","5474","C.lupus","LOC482143","XM_539262.2","XP_539262.2"
"CWH43","5474","B.taurus","LOC785528","XM_001253516.2","XP_001253517.2"
"CWH43","5474","M.musculus","C130090K23","NM_145560.2","NP_663535.1"
"CWH43","5474","R.norvegicus","RGD1310958","XM_223359.4","XP_223359.4"
"CWH43","5474","G.gallus","LOC422763","XM_420716.2","XP_420716.2"
"CWH43","5474","S.pombe","SPAC589.12","NM_001019484.1","NP_594060.2"
"CWH43","5474","S.cerevisiae","CWH43","CWH43_10383785","NP_009943.2"
"CWH43","5474","K.lactis","KLLA0A1113","XM_451485.1","XP_451485.1"
"CWH43","5474","E.gossypii","AGOS_AEL04","NM_210172.1","NP_984818.1"
"CWH43","5474","M.grisea","MGG_03376","XM_360833.2","XP_360833.2"
"CWH43","5474","N.crassa","NCU05895.1","XM_325749.1","XP_325750.1"
"CXCR2","10439","H.sapiens","IL8RB","NM_001557.2","NP_001548.1"
"CXCR2","10439","P.troglodytes","IL8RB","XM_526026.2","XP_526026.1"
"CXCR2","10439","C.lupus","IL8RB","XM_536064.1","XP_536064.1"
"CXCR2","10439","C.lupus","IL8RB","XM_536065.2","XP_536065.1"
"CXCR2","10439","B.taurus","IL8RB","NM_001101285.1","NP_001094755.1"
"CXCR2","10439","B.taurus","IL8RB","NM_174360.2","NP_776785.1"
"CXCR2","10439","M.musculus","Il8rb","NM_009909.3","NP_034039.1"
"CXCR2","10439","R.norvegicus","Il8rb","NM_017183.1","NP_058879.1"
"CXCR2","10439","G.gallus","IL8RB","XM_001236603.1","XP_001236604.1"
"CXCR2","10439","D.rerio","LOC796724","XM_001337057.2","XP_001337093.2"
"CYBA","80","H.sapiens ","CYBA ","NM_000101.2 ","NP_000092.2"
"CYBA","80","P.troglodytes ","LOC468068 ","XM_523459.2 ","XP_523459.1"
"CYBA","80","C.lupus ","CYBA ","XM_546784.2 ","XP_546784.2"
"CYBA","80","B.taurus ","CYBA ","NM_174034.2 ","NP_776459.1"
"CYBA","80","M.musculus ","Cyba ","NM_007806.2 ","NP_031832.1"
"CYBA","80","R.norvegicus ","Cyba ","NM_024160.1 ","NP_077074.1"
"CYBA","80","D.rerio ","cyba ","NM_200579.1 ","NP_956873.1"
"CYR61","1194","H.sapiens ","CYR61 ","NM_001554.4 ","NP_001545.2"
"CYR61","1194","P.troglodytes ","CYR61 ","XM_513529.2 ","XP_513529.2"
"CYR61","1194","C.lupus ","CYR61 ","XM_537091.2 ","XP_537091.2"
"CYR61","1194","B.taurus ","CYR61 ","NM_001034340.1 ","NP_001029512.1"
"CYR61","1194","M.musculus ","Cyr61 ","NM_010516.1 ","NP_034646.1"
"CYR61","1194","R.norvegicus ","Cyr61 ","NM_031327.2 ","NP_112617.2"
"CYR61","1194","G.gallus ","CYR61 ","NM_001031563.1 ","NP_001026734.1"
"CYR61","1194","D.rerio ","zgc:85866 ","NM_001001826.1 ","NP_001001826.1"
"DAP3","3404","H.sapiens","DAP3","NM_004632.2","NP_004623.1"
"DAP3","3404","C.lupus","DAP3","XM_537250.2","XP_537250.1"
"DAP3","3404","B.taurus","DAP3","XM_001787833.1","XP_001787885.1"
"DAP3","3404","M.musculus","Dap3","NM_022994.2","NP_075370.1"
"DAP3","3404","R.norvegicus","Dap3","NM_001011950.1","NP_001011950.1"
"DAP3","3404","G.gallus","DAP3","XM_422859.2","XP_422859.2"
"DAP3","3404","D.rerio","dap3","NM_001098737.1","NP_001092207.1"
"DAP3","3404","D.melanogaster","mRpS29","NM_079087.2","NP_523811.1"
"DAP3","3404","A.gambiae","AgaP_AGAP0","XM_316867.4","XP_316867.4"
"DAP3","3404","C.elegans","dap-3","NM_063879.4","NP_496280.1"
"DAPK1","3626","H.sapiens","DAPK1","NM_004938.2","NP_004929.2"
"DAPK1","3626","P.troglodytes","DAPK1","XM_001140200.1","XP_001140200.1"
"DAPK1","3626","C.lupus","DAPK1","XM_541259.2","XP_541259.2"
"DAPK1","3626","B.taurus","DAPK1","XM_613544.4","XP_613544.4"
"DAPK1","3626","M.musculus","Dapk1","NM_134062.1","NP_598823.1"
"DAPK1","3626","R.norvegicus","Dapk1","XM_225138.3","XP_225138.3"
"DAPK1","3626","G.gallus","DAPK1","XM_425037.2","XP_425037.2"
"DAPK1","3626","D.rerio","si:ch211-6","NM_001099990.1","NP_001093460.1"
"DAPK1","3626","C.elegans","dapk-1","NM_058439.3","NP_490840.2"
"DDIT3","3012","H.sapiens","DDIT3","NM_004083.4","NP_004074.2"
"DDIT3","3012","P.troglodytes","DDIT3","XM_509165.2","XP_509165.2"
"DDIT3","3012","C.lupus","DDIT3","XM_844109.1","XP_849202.1"
"DDIT3","3012","B.taurus","DDIT3","NM_001078163.1","NP_001071631.1"
"DDIT3","3012","M.musculus","Ddit3","NM_007837.2","NP_031863.2"
"DDIT3","3012","R.norvegicus","Ddit3","NM_024134.1","NP_077048.1"
"DDOST","3821","H.sapiens ","DDOST ","NM_005216.4 ","NP_005207.2"
"DDOST","3821","P.troglodytes ","DDOST ","XM_001161661.1 ","XP_001161661.1"
"DDOST","3821","C.lupus ","DDOST ","NM_001003321.1 ","NP_001003321.1"
"DDOST","3821","B.taurus ","DDOST ","NM_001101073.1 ","NP_001094543.1"
"DDOST","3821","M.musculus ","Ddost ","NM_007838.2 ","NP_031864.2"
"DDOST","3821","R.norvegicus ","Ddost ","NM_001012104.1 ","NP_001012104.1"
"DDOST","3821","G.gallus ","DDOST ","XM_423294.2 ","XP_423294.2"
"DDOST","3821","D.rerio ","ddost ","NM_213093.1 ","NP_998258.1"
"DDOST","3821","D.melanogaster ","Ost48 ","NM_078541.3 ","NP_511096.2"
"DDOST","3821","A.gambiae ","AgaP_AGAP0","XM_316417.4 ","XP_316417.4"
"DDOST","3821","C.elegans ","T09A5.11 ","NM_063254.3 ","NP_495655.1"
"DDOST","3821","A.thaliana ","DGL1 ","NM_126066.3 ","NP_569038.1"
"DDOST","3821","O.sativa ","Os07g02090","NM_001065700.1 ","NP_001059165.1"
"DDOST","3821","P.falciparum ","PFI0960w ","XM_001352031.1 ","XP_001352067.1"
"DDX27","6431","H.sapiens ","DDX27 ","NM_017895.7 ","NP_060365.7"
"DDX27","6431","P.troglodytes ","DDX27 ","XM_514711.2 ","XP_514711.2"
"DDX27","6431","C.lupus ","DDX27 ","XM_534451.2 ","XP_534451.2"
"DDX27","6431","B.taurus ","DDX27 ","NM_001080271.1 ","NP_001073740.1"
"DDX27","6431","M.musculus ","Ddx27 ","NM_153065.3 ","NP_694705.2"
"DDX27","6431","R.norvegicus ","Ddx27 ","XM_342582.3 ","XP_342583.3"
"DDX27","6431","G.gallus ","DDX27 ","NM_001006293.1 ","NP_001006293.1"
"DDX27","6431","D.rerio ","ddx27 ","NM_001002869.1 ","NP_001002869.1"
"DDX27","6431","D.melanogaster ","Rs1 ","NM_143713.2 ","NP_651970.1"
"DDX27","6431","A.gambiae ","AgaP_AGAP0","XM_309566.4 ","XP_309566.4"
"DDX27","6431","C.elegans ","Y71G12B.8 ","NM_058490.3 ","NP_490891.1"
"DDX27","6431","S.pombe ","drs1 ","NM_001018610.1 ","NP_593214.1"
"DDX27","6431","S.cerevisiae ","DRS1 ","DRS1_6323021 ","NP_013093.1"
"DDX27","6431","K.lactis ","KLLA0F1575","XM_455788.1 ","XP_455788.1"
"DDX27","6431","E.gossypii ","AGOS_AAL16","NM_207731.1 ","NP_982378.1"
"DDX27","6431","M.grisea ","MGG_07718 ","XM_367814.1 ","XP_367814.1"
"DDX27","6431","N.crassa ","NCU00235.1","XM_322320.1 ","XP_322321.1"
"DDX27","6431","A.thaliana ","AT4G16630 ","NM_117764.4 ","NP_193396.3"
"DDX27","6431","O.sativa ","Os12g04811","NM_001073303.1 ","NP_001066771.1"
"DDX27","6431","P.falciparum ","PFL2475w ","XM_001350863.1 ","XP_001350899.1"
"DEK","2593","H.sapiens ","DEK ","NM_003472.3 ","NP_003463.1"
"DEK","2593","P.troglodytes ","DEK ","XM_518259.2 ","XP_518259.2"
"DEK","2593","C.lupus ","DEK ","XM_848066.1 ","XP_853159.1"
"DEK","2593","B.taurus ","DEK ","NM_001099717.1 ","NP_001093187.1"
"DEK","2593","M.musculus ","Dek ","NM_025900.1 ","NP_080176.1"
"DEK","2593","R.norvegicus ","Dek ","NM_001004255.1 ","NP_001004255.1"
"DEK","2593","G.gallus ","DEK ","NM_001012560.1 ","NP_001012578.1"
"DEK","2593","D.rerio ","zgc:136346","NM_001045276.1 ","NP_001038741.1"
"DEK","2593","A.thaliana ","AT5G63550 ","NM_125750.5 ","NP_201160.2"
"DEK","2593","A.thaliana ","AT3G48710 ","NM_114730.2 ","NP_190440.1"
"DEK","2593","O.sativa ","Os01g09249","NM_001051786.1 ","NP_001045251.1"
"DHFR","56470","H.sapiens ","DHFR ","NM_000791.3 ","NP_000782.1"
"DHFR","56470","P.troglodytes ","DHFR ","XM_001134992.1 ","XP_001134992.1"
"DHFR","56470","C.lupus ","DHFR ","XM_846236.1 ","XP_851329.1"
"DHFR","56470","B.taurus ","DHFR ","NM_001077883.1 ","NP_001071351.1"
"DHFR","56470","M.musculus ","Dhfr ","NM_010049.3 ","NP_034179.1"
"DHFR","56470","R.norvegicus ","Dhfr ","NM_130400.1 ","NP_569084.1"
"DHFR","56470","G.gallus ","DHFR ","NM_001006584.1 ","NP_001006584.1"
"DHFR","56470","D.rerio ","dhfr ","NM_131775.1 ","NP_571850.1"
"DHFR","56470","D.melanogaster ","Dhfr ","NM_001043255.1 ","NP_001036720.1"
"DHFR","56470","A.gambiae ","AgaP_AGAP0","XM_319471.3 ","XP_319471.3"
"DHFR","56470","C.elegans ","dhfr-1 ","NM_059963.2 ","NP_492364.1"
"DHFR","56470","S.cerevisiae ","DFR1 ","DFR1_6324810 ","NP_014879.1"
"DHFR","56470","K.lactis ","KLLA0D0745","XM_453395.1 ","XP_453395.1"
"DHFR","56470","E.gossypii ","AGOS_ACR12","NM_208879.1 ","NP_983526.1"
"DLC1","4442","H.sapiens","DLC1","NM_182643.1","NP_872584.1"
"DLC1","4442","P.troglodytes","DLC1","XM_001139365.1","XP_001139365.1"
"DLC1","4442","C.lupus","DLC1","XM_532822.2","XP_532822.2"
"DLC1","4442","M.musculus","Dlc1","NM_015802.2","NP_056617.2"
"DLC1","4442","G.gallus","DLC1","XM_420693.2","XP_420693.2"
"DMC1","5135","H.sapiens","DMC1","NM_007068.2","NP_008999.2"
"DMC1","5135","P.troglodytes","DMC1","XM_515130.2","XP_515130.2"
"DMC1","5135","C.lupus","DMC1","XM_844891.1","XP_849984.1"
"DMC1","5135","B.taurus","DMC1","XM_001789554.1","XP_001789606.1"
"DMC1","5135","M.musculus","Dmc1","NM_010059.2","NP_034189.1"
"DMC1","5135","R.norvegicus","Dmc1","XM_343290.3","XP_343291.3"
"DMC1","5135","G.gallus","DMC1","XM_425477.2","XP_425477.2"
"DMC1","5135","D.rerio","dmc1","NM_001020782.1","NP_001018618.1"
"DMC1","5135","S.pombe","dmc1","NM_001019590.1","NP_594166.1"
"DMC1","5135","S.cerevisiae","DMC1","DMC1_6321027","NP_011106.1"
"DMC1","5135","K.lactis","KLLA0F1195","XM_455622.1","XP_455622.1"
"DMC1","5135","E.gossypii","AGOS_AGR10","NM_211829.1","NP_986767.1"
"DMC1","5135","A.thaliana","DMC1","NM_113188.2","NP_188928.2"
"DMC1","5135","O.sativa","Os12g01438","NM_001072670.1","NP_001066138.1"
"DMC1","5135","O.sativa","Os11g01468","NM_001072270.1","NP_001065738.1"
"DMC1","5135","P.falciparum","MAL8P1.76","XM_001349320.1","XP_001349356.1"
"DNAJC9","9055","H.sapiens","DNAJC9","NM_015190.3","NP_056005.1"
"DNAJC9","9055","P.troglodytes","DNAJC9","XM_525263.2","XP_525263.2"
"DNAJC9","9055","C.lupus","DNAJC9","XM_546165.2","XP_546165.1"
"DNAJC9","9055","B.taurus","DNAJC9","XM_588123.4","XP_588123.2"
"DNAJC9","9055","M.musculus","Dnajc9","NM_134081.3","NP_598842.1"
"DNAJC9","9055","R.norvegicus","Dnajc9","XM_344286.3","XP_344287.2"
"DNAJC9","9055","G.gallus","DNAJC9","XM_421524.2","XP_421524.1"
"DNAJC9","9055","D.rerio","zgc:92648","NM_001002433.1","NP_001002433.1"
"DNAJC9","9055","D.rerio","LOC791845","XM_001330854.2","XP_001330890.1"
"DNAJC9","9055","D.melanogaster","CG6693","NM_141795.2","NP_650052.1"
"DNAJC9","9055","A.gambiae","AgaP_AGAP0","XM_314342.4","XP_314342.3"
"DNAJC9","9055","C.elegans","dnj-23","NM_063543.3","NP_495944.1"
"DNAJC9","9055","A.thaliana","ATJ6","NM_120773.3","NP_196308.1"
"DNAJC9","9055","A.thaliana","AT3G12170","NM_112052.2","NP_187824.1"
"DNAJC9","9055","O.sativa","Os02g01958","NM_001052723.1","NP_001046188.1"
"DNAJC9","9055","P.falciparum","PF14_0700","XM_001348838.1","XP_001348874.1"
"DNMT1","1055","H.sapiens","DNMT1","NM_001130823.1","NP_001124295.1"
"DNMT1","1055","P.troglodytes","DNMT1","XM_001163764.1","XP_001163764.1"
"DNMT1","1055","C.lupus","DNMT1","XM_533919.2","XP_533919.2"
"DNMT1","1055","B.taurus","DNMT1","NM_182651.1","NP_872592.1"
"DNMT1","1055","M.musculus","Dnmt1","NM_010066.3","NP_034196.3"
"DNMT1","1055","R.norvegicus","Dnmt1","NM_053354.1","NP_445806.1"
"DNMT1","1055","G.gallus","DNMT1","XM_001235519.1","XP_001235520.1"
"DNMT1","1055","D.rerio","dnmt1","NM_131189.1","NP_571264.1"
"DNMT1","1055","A.thaliana","MET1","NM_124293.3","NP_199727.1"
"DNMT1","1055","A.thaliana","AT4G08990","NM_116968.1","NP_192638.1"
"DNMT1","1055","A.thaliana","DMT2","NM_117491.1","NP_193150.1"
"DNMT1","1055","A.thaliana","MEE57","NM_117435.1","NP_193097.1"
"DNMT1","1055","O.sativa","Os03g07983","NM_001058104.1","NP_001051569.1"
"DNMT1","1055","O.sativa","Os07g01829","NM_001065587.1","NP_001059052.1"
"DNMT3L","8362","H.sapiens","DNMT3L","NM_013369.2","NP_037501.2"
"DNMT3L","8362","P.troglodytes","DNMT3L","XM_525483.2","XP_525483.2"
"DNMT3L","8362","C.lupus","DNMT3L","XM_844879.1","XP_849972.1"
"DNMT3L","8362","B.taurus","DNMT3L","XM_864897.2","XP_869990.2"
"DNMT3L","8362","M.musculus","Dnmt3l","NM_001081695.1","NP_001075164.1"
"DNMT3L","8362","R.norvegicus","Dnmt3l","NM_001003964.1","NP_001003964.1"
"DSG1","1463","H.sapiens","DSG1","NM_001942.2","NP_001933.2"
"DSG1","1463","P.troglodytes","DSG1","XM_523899.2","XP_523899.2"
"DSG1","1463","C.lupus","DSG1","NM_001002939.1","NP_001002939.1"
"DSG1","1463","B.taurus","DSG1","NM_174045.1","NP_776470.1"
"DSG1","1463","M.musculus","Dsg1b","NM_181682.1","NP_859010.1"
"DSG1","1463","M.musculus","Dsg1a","XM_980693.1","XP_985787.1"
"DSG1","1463","R.norvegicus","Dsg1b","XM_214616.4","XP_214616.4"
"DSG1","1463","G.gallus","DSG4","XM_426082.2","XP_426082.2"
"DSG2","1464","H.sapiens ","DSG2 ","NM_001943.3 ","NP_001934.2"
"DSG2","1464","P.troglodytes ","DSG2 ","XM_512079.2 ","XP_512079.2"
"DSG2","1464","C.lupus ","DSG2 ","XM_547622.2 ","XP_547622.2"
"DSG2","1464","B.taurus ","DSG2 ","XM_584890.4 ","XP_584890.4"
"DSG2","1464","M.musculus ","Dsg2 ","NM_007883.1 ","NP_031909.1"
"DSG2","1464","R.norvegicus ","Dsg2 ","XM_226112.4 ","XP_226112.4"
"DSG2","1464","G.gallus ","DSG2 ","XM_426083.2 ","XP_426083.2"
"DSG2","1464","D.rerio ","LOC571042 ","XM_694594.3 ","XP_699686.3"
"DSG2","1464","D.rerio ","LOC1001479","XM_001919964.1 ","XP_001919999.1"
"DSG2","1464","D.rerio ","LOC571253 ","XM_694824.3 ","XP_699916.3"
"DSG2","1464","D.rerio ","dsg2 ","XM_683420.3 ","XP_688512.2"
"DTL","32313","H.sapiens","DTL","NM_016448.2","NP_057532.2"
"DTL","32313","P.troglodytes","DTL","XM_525058.2","XP_525058.2"
"DTL","32313","C.lupus","DTL","XM_547399.2","XP_547399.2"
"DTL","32313","M.musculus","Dtl","NM_029766.2","NP_084042.1"
"DTL","32313","R.norvegicus","Dtl","XM_223074.4","XP_223074.3"
"DTL","32313","G.gallus","DTL","NM_001031048.1","NP_001026219.1"
"DTL","32313","D.rerio","dtl","NM_173241.1","NP_775348.1"
"DTL","32313","A.thaliana","AT3G27640","NM_113680.1","NP_566822.1"
"DTL","32313","O.sativa","Os03g06991","NM_001057520.1","NP_001050985.1"
"DUSP1","3254","H.sapiens ","DUSP1 ","NM_004417.2 ","NP_004408.1"
"DUSP1","3254","P.troglodytes ","DUSP1 ","XM_001153609.1 ","XP_001153609.1"
"DUSP1","3254","C.lupus ","DUSP1 ","XM_546235.2 ","XP_546235.2"
"DUSP1","3254","B.taurus ","DUSP1 ","NM_001046452.1 ","NP_001039917.1"
"DUSP1","3254","M.musculus ","Dusp1 ","NM_013642.1 ","NP_038670.1"
"DUSP1","3254","R.norvegicus ","Dusp1 ","NM_053769.2 ","NP_446221.1"
"DUSP1","3254","G.gallus ","DUSP1 ","XM_422941.2 ","XP_422941.1"
"DUSP1","3254","D.rerio ","dusp1 ","NM_213067.1 ","NP_998232.1"
"DUSP26","11421","H.sapiens ","DUSP26 ","NM_024025.1 ","NP_076930.1"
"DUSP26","11421","P.troglodytes ","DUSP26 ","XM_001169283.1 ","XP_001169283.1"
"DUSP26","11421","C.lupus ","DUSP26 ","XM_845375.1 ","XP_850468.1"
"DUSP26","11421","B.taurus ","DUSP26 ","NM_001076004.1 ","NP_001069472.1"
"DUSP26","11421","M.musculus ","Dusp26 ","NM_025869.2 ","NP_080145.1"
"DUSP26","11421","R.norvegicus ","Dusp26 ","NM_001012352.1 ","NP_001012352.1"
"DUSP26","11421","G.gallus ","DUSP26 ","XM_424530.2 ","XP_424530.1"
"DUSP26","11421","D.rerio ","LOC570815 ","XM_694337.2 ","XP_699429.2"
"DUSP26","11421","D.melanogaster ","CG7378 ","NM_001103557.1 ","NP_001097027.1"
"DUSP26","11421","A.gambiae ","AgaP_AGAP0","XM_317242.4 ","XP_317242.4"
"DUT","31475","H.sapiens","DUT","NM_001025248.1","NP_001020419.1"
"DUT","31475","P.troglodytes","DUT","XM_523069.2","XP_523069.2"
"DUT","31475","C.lupus","DUT","XM_846796.1","XP_851889.1"
"DUT","31475","B.taurus","DUT","NM_001077873.1","NP_001071341.1"
"DUT","31475","M.musculus","Dut","NM_023595.5","NP_076084.2"
"DUT","31475","G.gallus","DUT","XM_001232032.1","XP_001232033.1"
"DUT","31475","D.rerio","dut","NM_001006005.1","NP_001006005.1"
"DUT","31475","D.melanogaster","dUTPase","NM_135635.2","NP_609479.1"
"DUT","31475","A.gambiae","AgaP_AGAP0","XM_319329.3","XP_319329.3"
"DUT","31475","C.elegans","dut-1","NM_001026382.3","NP_001021553.1"
"DUT","31475","S.pombe","SPAC644.05","NM_001019303.1","NP_593873.1"
"DUT","31475","S.cerevisiae","DUT1","DUT1_6319729","NP_009811.1"
"DUT","31475","K.lactis","KLLA0D1569","XM_453752.1","XP_453752.1"
"DUT","31475","E.gossypii","AGOS_AGR24","NM_211977.1","NP_986915.1"
"DUT","31475","M.grisea","","XM_368728.2","XP_368728.2"
"DUT","31475","A.thaliana","AT3G46940","NM_114561.3","NP_190278.1"
"DUT","31475","O.sativa","Os03g06691","NM_001057397.1","NP_001050862.1"
"E2F1","3828","H.sapiens","E2F1","NM_005225.2","NP_005216.1"
"E2F1","3828","C.lupus","E2F1","XM_542963.2","XP_542963.2"
"E2F1","3828","B.taurus","E2F1","XM_615437.4","XP_615437.4"
"E2F1","3828","M.musculus","E2f1","NM_007891.2","NP_031917.1"
"E2F1","3828","R.norvegicus","E2f1","XM_230765.4","XP_230765.4"
"E2F1","3828","G.gallus","E2F1","NM_205219.1","NP_990550.1"
"E2F1","3828","D.rerio","LOC567485","XM_690782.3","XP_695874.3"
"E2F2","48264","H.sapiens ","E2F2 ","NM_004091.2 ","NP_004082.1"
"E2F2","48264","P.troglodytes ","E2F2 ","XM_524538.2 ","XP_524538.2"
"E2F2","48264","B.taurus ","E2F2 ","XM_869196.1 ","XP_874289.1"
"E2F2","48264","M.musculus ","E2f2 ","NM_177733.3 ","NP_808401.1"
"E2F3","74413","H.sapiens ","E2F3 ","NM_001949.3 ","NP_001940.1"
"E2F3","74413","B.taurus ","E2F3 ","XM_614932.3 ","XP_614932.2"
"E2F3","74413","M.musculus ","E2f3 ","NM_010093.2 ","NP_034223.1"
"E2F3","74413","R.norvegicus ","E2f3 ","XM_214476.4 ","XP_214476.4"
"E2F3","74413","G.gallus ","E2F3 ","XM_418915.2 ","XP_418915.2"
"E2F4","1471","H.sapiens ","E2F4 ","NM_001950.3 ","NP_001941.2"
"E2F4","1471","P.troglodytes ","E2F4 ","XM_511025.2 ","XP_511025.2"
"E2F4","1471","C.lupus ","E2F4 ","XM_848882.1 ","XP_853975.1"
"E2F4","1471","B.taurus ","E2F4 ","NM_001075873.1 ","NP_001069341.1"
"E2F4","1471","M.musculus ","E2f4 ","NM_148952.1 ","NP_683754.1"
"E2F4","1471","G.gallus ","E2F4 ","XM_001231947.1 ","XP_001231948.1"
"E2F4","1471","D.rerio ","e2f4 ","NM_213432.1 ","NP_998597.1"
"E2F5","1472","H.sapiens ","E2F5 ","NM_001951.3 ","NP_001942.2"
"E2F5","1472","P.troglodytes ","E2F5 ","XM_001169141.1 ","XP_001169141.1"
"E2F5","1472","C.lupus ","E2F5 ","XM_848740.1 ","XP_853833.1"
"E2F5","1472","M.musculus ","E2f5 ","NM_007892.2 ","NP_031918.2"
"E2F5","1472","R.norvegicus ","E2f5 ","XM_574892.2 ","XP_574892.1"
"E2F5","1472","G.gallus ","RCJMB04_30","NM_001030942.1 ","NP_001026113.1"
"E2F5","1472","D.melanogaster ","E2f2 ","NM_058007.3 ","NP_477355.1"
"E2F5","1472","A.thaliana ","E2F1 ","NM_122128.2 ","NP_568413.1"
"ECT2","7298","H.sapiens","ECT2","NM_018098.4","NP_060568.3"
"ECT2","7298","P.troglodytes","ECT2","XM_516880.2","XP_516880.2"
"ECT2","7298","C.lupus","ECT2","XM_845748.1","XP_850841.1"
"ECT2","7298","B.taurus","ECT2","NM_001097573.1","NP_001091042.1"
"ECT2","7298","M.musculus","Ect2","NM_007900.2","NP_031926.1"
"ECT2","7298","R.norvegicus","Ect2","XM_342220.3","XP_342221.2"
"ECT2","7298","G.gallus","ECT2","XM_422790.2","XP_422790.2"
"ECT2","7298","D.rerio","ect2","NM_001003883.1","NP_001003883.1"
"ECT2","7298","D.melanogaster","pbl","NM_079241.2","NP_523965.2"
"ECT2","7298","A.gambiae","AgaP_AGAP0","XM_556459.3","XP_556459.3"
"ECT2","7298","C.elegans","ect-2","NM_063917.4","NP_496318.1"
"EDN1","1476","H.sapiens ","EDN1 ","NM_001955.3 ","NP_001946.3"
"EDN1","1476","P.troglodytes ","EDN1 ","XM_518241.2 ","XP_518241.2"
"EDN1","1476","C.lupus ","EDN1 ","NM_001002956.1 ","NP_001002956.1"
"EDN1","1476","B.taurus ","EDN1 ","NM_181010.2 ","NP_851353.1"
"EDN1","1476","M.musculus ","Edn1 ","NM_010104.2 ","NP_034234.1"
"EDN1","1476","R.norvegicus ","Edn1 ","NM_012548.1 ","NP_036680.1"
"EDN1","1476","G.gallus ","EDN1 ","XM_418943.2 ","XP_418943.2"
"EDN1","1476","D.rerio ","edn1 ","NM_131519.1 ","NP_571594.1"
"EDN2","1477","H.sapiens","EDN2","NM_001956.3","NP_001947.1"
"EDN2","1477","P.troglodytes","EDN2","XM_524683.2","XP_524683.2"
"EDN2","1477","C.lupus","EDN2","NM_001003002.1","NP_001003002.1"
"EDN2","1477","B.taurus","EDN2","NM_175714.2","NP_783645.1"
"EDN2","1477","M.musculus","Edn2","NM_007902.2","NP_031928.2"
"EDN2","1477","R.norvegicus","Edn2","NM_012549.1","NP_036681.1"
"EDN2","1477","G.gallus","EDN2","XM_417707.2","XP_417707.1"
"EDN2","1477","H.sapiens","EDN2","NM_001956.3","NP_001947.1"
"EDN2","1477","P.troglodytes","EDN2","XM_524683.2","XP_524683.2"
"EDN2","1477","C.lupus","EDN2","NM_001003002.1","NP_001003002.1"
"EDN2","1477","B.taurus","EDN2","NM_175714.2","NP_783645.1"
"EDN2","1477","M.musculus","Edn2","NM_007902.2","NP_031928.2"
"EDN2","1477","R.norvegicus","Edn2","NM_012549.1","NP_036681.1"
"EDN2","1477","G.gallus","EDN2","XM_417707.2","XP_417707.1"
"EDN3","88","H.sapiens","EDN3","NM_207032.1","NP_996915.1"
"EDN3","88","P.troglodytes","EDN3","XM_525373.2","XP_525373.2"
"EDN3","88","C.lupus","EDN3","NM_001002942.1","NP_001002942.1"
"EDN3","88","B.taurus","EDN3","NM_001101979.1","NP_001095449.1"
"EDN3","88","M.musculus","Edn3","NM_007903.3","NP_031929.1"
"EDN3","88","R.norvegicus","Edn3","XM_001072605.1","XP_001072605.1"
"EDN3","88","D.rerio","LOC1001481","XM_001919551.1","XP_001919586.1"
"EDN3","88","H.sapiens ","EDN3 ","NM_207032.1 ","NP_996915.1"
"EDN3","88","P.troglodytes ","EDN3 ","XM_525373.2 ","XP_525373.2"
"EDN3","88","C.lupus ","EDN3 ","NM_001002942.1 ","NP_001002942.1"
"EDN3","88","B.taurus ","EDN3 ","NM_001101979.1 ","NP_001095449.1"
"EDN3","88","M.musculus ","Edn3 ","NM_007903.3 ","NP_031929.1"
